site_location,bath,balcony,price,bhk,price_per_sqft,new_total_sqft,_site_location
Law College Road,2,2,52.85,3,4349.794239,1215,Law College Road
Laxmi Road,1,1,70,1,10769.23077,650,Laxmi Road
Lulla Nagar,3,1,105,3,6713.554987,1564,Lulla Nagar
Mahatma Gandhi Road,2,1,52,3,6500,800,Mahatma Gandhi Road
Mangalwar peth,2,0,58,2,7733.333333,750,Mangalwar peth
Manik Bagh,2,2,60,2,5000,1200,Manik Bagh
Market yard,2,1,48.79,2,4325.35461,1128,Market yard
Model colony,2,2,44.4,2,3700,1200,Model colony
Mukund Nagar,4,1,135,4,6750,2000,Mukund Nagar
Mundhawa,3,2,260,3,9454.545455,2750,Mundhawa
Nagar Road,4,2,480,4,20000,2400,Nagar Road
Nana Peth,3,3,105,3,6363.636364,1650,Nana Peth
Narayan Peth,2,2,148,2,11983.80567,1235,Narayan Peth
Narayangaon,2,2,55,2,4583.333333,1200,Narayangaon
Navi Peth,5,2,100,6,11111.11111,900,Navi Peth
Padmavati,2,2,42,2,4263.959391,985,Padmavati
Parvati Darshan,2,2,63,3,4271.186441,1475,Parvati Darshan
Pashan,5,0,348,3,10086.95652,3450,Pashan
Paud Road,2,1,53.99,3,4666.378565,1157,Paud Road
Pirangut,2,3,35,2,3888.888889,900,Pirangut
Prabhat Road,3,2,120,4,4800,2500,Prabhat Road
Pune Railway Station,2,1,60,2,5825.242718,1030,Pune Railway Station
Rasta Peth,2,1,46,2,4600,1000,Rasta Peth
Raviwar Peth,3,3,325,4,8552.631579,3800,Raviwar Peth
Sadashiv Peth,4,2,333,4,7816.901408,4260,Sadashiv Peth
Sahakar Nagar,6,3,175,5,8974.358974,1950,Sahakar Nagar
Salunke Vihar,2,2,65.94,3,4200,1570,Salunke Vihar
Sasson Road,2,2,68,2,5300.077942,1283,Sasson Road
Satara Road,2,2,40,3,4571.428571,875,Satara Road
Senapati Bapat Road,2,2,52,2,4333.333333,1200,Senapati Bapat Road
Shaniwar Peth,3,0,500,3,18518.51852,2700,Shaniwar Peth
Shivaji Nagar,2,3,180,3,7500,2400,Shivaji Nagar
Shukrawar Peth,2,2,68.75,3,5500,1250,Shukrawar Peth
Sinhagad Road,6,1,196,4,5399.449036,3630,Sinhagad Road
Somwar Peth,2,2,37.62,2,3800,990,Somwar Peth
Swargate,2,1,85,2,7089.241034,1199,Swargate
Tilak Road,2,2,90,2,7031.25,1280,Tilak Road
Uruli Devachi,4,0,413,4,15018.18182,2750,Uruli Devachi
Vadgaon Budruk,2,1,55,2,4621.848739,1190,Vadgaon Budruk
Wadgaon Sheri,2,2,60,2,5454.545455,1100,Wadgaon Sheri
Viman Nagar,3,1,175,3,8433.73494,2075,Viman Nagar
Vishrant Wadi,2,1,55,2,4854.368932,1133,Vishrant Wadi
Wagholi,3,3,140,4,5833.333333,2400,Wagholi
Wakadewadi,2,2,69,2,5390.625,1280,Wakadewadi
Wanowrie,3,2,65,3,5200,1250,Wanowrie
Warje,2,2,49.3,3,3150.159744,1565,Warje
Yerawada,3,0,65,3,3421.052632,1900,Yerawada
Alandi Road,2,2,45,2,4166.666667,1080,Alandi Road
Ambegaon Budruk,1,0,47,1,7833.333333,600,Ambegaon Budruk
Anandnagar,4,1,180,3,14516.12903,1240,Anandnagar
Aundh,2,1,87,3,6516.853933,1335,Aundh
Aundh Road,2,1,67.3,2,5401.284109,1246,Aundh Road
Balaji Nagar,2,2,237.5,3,6792.506793,3496.5,Balaji Nagar
Baner,3,1,55,3,3971.119134,1385,Baner
Baner road,3,1,73.9,3,4683.143219,1578,Baner road
Bhandarkar Road,2,2,46,2,4035.087719,1140,Bhandarkar Road
Bhavani Peth,3,1,79.9,3,4700,1700,Bhavani Peth
Bibvewadi,4,0,90,4,8571.428571,1050,Bibvewadi
Bopodi,2,1,70,2,6250,1120,Bopodi
Budhwar Peth,1,1,22,1,5057.471264,435,Budhwar Peth
Bund Garden Road,2,1,51.89,2,4649.641577,1116,Bund Garden Road
Camp,3,2,95,3,6418.918919,1480,Camp
Chandan Nagar,2,2,50,2,5000,1000,Chandan Nagar
Dapodi,2,2,46,2,4017.467249,1145,Dapodi
Deccan Gymkhana,1,1,32,2,4000,800,Deccan Gymkhana
Dehu Road,2,1,83,2,6561.264822,1265,Dehu Road
Dhankawadi,3,0,88.2,3,5188.235294,1700,Dhankawadi
Dhayari Phata,2,1,70,2,4745.762712,1475,Dhayari Phata
Dhole Patil Road,2,2,55,2,4347.826087,1265,Dhole Patil Road
Erandwane,2,0,58,2,4833.333333,1200,Erandwane
Fatima Nagar,3,2,210,3,9633.027523,2180,Fatima Nagar
Fergusson College Road,2,3,50,2,4629.62963,1080,Fergusson College Road
Ganesh Peth,4,2,130,3,6426.099852,2023,Ganesh Peth
Ganeshkhind,2,3,125,2,5208.333333,2400,Ganeshkhind
Ghorpade Peth,2,2,66,3,4271.84466,1545,Ghorpade Peth
Ghorpadi,3,2,166,3,9201.773836,1804,Ghorpadi
Gokhale Nagar,2,1,200,2,16666.66667,1200,Gokhale Nagar
Gultekdi,2,2,58,3,4296.296296,1350,Gultekdi
Guruwar peth,2,1,74.23,2,6699.458484,1108,Guruwar peth
Hadapsar,3,2,115,3,6647.398844,1730,Hadapsar
Hadapsar Industrial Estate,2,3,70,3,4905.395936,1427,Hadapsar Industrial Estate
Hingne Khurd,2,1,35.53,2,3800,935,Hingne Khurd
Jangali Maharaj Road,2,2,31.77,2,2960.857409,1073,Jangali Maharaj Road
Kalyani Nagar,2,3,37,2,3854.166667,960,Kalyani Nagar
Karve Nagar,4,2,150,3,6772.009029,2215,Karve Nagar
Karve Road,2,1,32.49,2,2888,1125,Karve Road
Kasba Peth,2,3,55,2,4471.544715,1230,Kasba Peth
Katraj,2,2,89,2,6189.151599,1438,Katraj
Khadaki,2,2,75,2,6944.444444,1080,Khadaki
Khadki,3,2,125,3,10416.66667,1200,Khadki
Kharadi,1,1,103,2,8583.333333,1200,Kharadi
Kondhwa,3,2,58,3,3647.798742,1590,Kondhwa
Kondhwa Budruk,3,2,68,3,5037.037037,1350,Kondhwa Budruk
Kondhwa Khurd,2,2,48,3,3428.571429,1400,Kondhwa Khurd
Koregaon Park,2,3,72,3,4615.384615,1560,Koregaon Park
Kothrud,3,2,57,4,3149.171271,1810,Kothrud
Law College Road,4,1,160,3,7035.317293,2274.24,Law College Road
Laxmi Road,3,1,74.18,3,4998.652291,1484,Laxmi Road
Lulla Nagar,3,3,220,3,13333.33333,1650,Lulla Nagar
Mahatma Gandhi Road,2,2,55,3,3780.068729,1455,Mahatma Gandhi Road
Mangalwar peth,4,2,184,3,8070.175439,2280,Mangalwar peth
Manik Bagh,5,2,980,5,20000,4900,Manik Bagh
Market yard,3,3,220,3,10582.01058,2079,Market yard
Model colony,2,2,74,2,5477.42413,1351,Model colony
Mukund Nagar,2,2,42.81,3,3500.408831,1223,Mukund Nagar
Mundhawa,2,1,61,3,4265.734266,1430,Mundhawa
Nagar Road,5,0,400,4,11145.16578,3589,Nagar Road
Nana Peth,2,2,37.83,3,2887.78626,1310,Nana Peth
Narayan Peth,4,1,300,4,16666.66667,1800,Narayan Peth
Narayangaon,4,2,175,4,15625,1120,Narayangaon
Navi Peth,2,1,55,2,5589.430894,984,Navi Peth
Padmavati,3,3,100,3,5649.717514,1770,Padmavati
Parvati Darshan,3,1,105,2,11666.66667,900,Parvati Darshan
Pashan,5,1,120,5,8888.888889,1350,Pashan
Paud Road,2,1,75.97,2,5250.172771,1447,Paud Road
Pirangut,2,1,60,2,5263.157895,1140,Pirangut
Prabhat Road,2,3,34,2,2905.982906,1170,Prabhat Road
Pune Railway Station,2,2,46.39,2,3999.137931,1160,Pune Railway Station
Rasta Peth,2,1,89,2,6867.283951,1296,Rasta Peth
Raviwar Peth,3,2,80,3,5095.541401,1570,Raviwar Peth
Sadashiv Peth,2,2,65,3,4347.826087,1495,Sadashiv Peth
Sahakar Nagar,2,2,67,3,4379.084967,1530,Sahakar Nagar
Salunke Vihar,4,0,140,5,15555.55556,900,Salunke Vihar
Sasson Road,3,1,70,3,3888.888889,1800,Sasson Road
Satara Road,2,2,48,2,4411.764706,1088,Satara Road
Senapati Bapat Road,3,1,98.18,3,6404.435747,1533,Senapati Bapat Road
Shaniwar Peth,2,1,68,2,6181.818182,1100,Shaniwar Peth
Shivaji Nagar,3,3,90,3,5844.155844,1540,Shivaji Nagar
Shukrawar Peth,3,2,48,2,3858.5209,1244,Shukrawar Peth
Sinhagad Road,2,1,68.59,2,6595.192308,1040,Sinhagad Road
Somwar Peth,6,2,101,6,9767.891683,1034,Somwar Peth
Swargate,2,1,39.69,2,3150,1260,Swargate
Tilak Road,2,1,41.3,2,3500,1180,Tilak Road
Uruli Devachi,2,2,100,2,8032.128514,1245,Uruli Devachi
Vadgaon Budruk,3,0,75,3,5555.555556,1350,Vadgaon Budruk
Wadgaon Sheri,3,2,56,3,3825.136612,1464,Wadgaon Sheri
Viman Nagar,2,1,10,1,2127.659574,470,Viman Nagar
Vishrant Wadi,2,2,60,2,6521.73913,920,Vishrant Wadi
Wagholi,7,0,160,6,6956.521739,2300,Wagholi
Wakadewadi,2,1,30.35,2,2700.177936,1124,Wakadewadi
Wanowrie,3,1,109,4,5202.863962,2095,Wanowrie
Warje,2,1,71.42,2,6492.727273,1100,Warje
Yerawada,2,1,58,2,5691.85476,1019,Yerawada
Alandi Road,3,2,128,3,7289.29385,1756,Alandi Road
Ambegaon Budruk,3,1,50,3,3906.25,1280,Ambegaon Budruk
Anandnagar,3,2,125,4,10416.66667,1200,Anandnagar
Aundh,3,2,150,3,8823.529412,1700,Aundh
Aundh Road,4,2,118,3,5529.522024,2134,Aundh Road
Balaji Nagar,2,1,98,2,7157.986999,1369.1,Balaji Nagar
Baner,3,1,69,3,11500,600,Baner
Baner road,4,2,150,3,11424.21935,1313,Baner road
Bhandarkar Road,4,3,155,3,6163.021869,2515,Bhandarkar Road
Bhavani Peth,4,2,154,3,6952.595937,2215,Bhavani Peth
Bibvewadi,3,2,72,3,5000,1440,Bibvewadi
Bopodi,2,2,55.33,3,4665.261383,1186,Bopodi
Budhwar Peth,2,2,47.24,3,3499.259259,1350,Budhwar Peth
Bund Garden Road,3,2,140,3,7777.777778,1800,Bund Garden Road
Camp,3,3,79,3,4937.5,1600,Camp
Chandan Nagar,2,1,35,2,3500,1000,Chandan Nagar
Dapodi,3,3,285,3,12527.47253,2275,Dapodi
Deccan Gymkhana,2,1,59,3,4521.072797,1305,Deccan Gymkhana
Dehu Road,3,1,150,3,8620.689655,1740,Dehu Road
Dhankawadi,2,1,90,2,10000,900,Dhankawadi
Dhayari Phata,3,0,140,2,8934.269304,1567,Dhayari Phata
Dhole Patil Road,2,1,45.5,3,4205.175601,1082,Dhole Patil Road
Erandwane,2,1,80,2,7619.047619,1050,Erandwane
Fatima Nagar,2,1,56,2,4666.666667,1200,Fatima Nagar
Fergusson College Road,4,2,185,3,5285.714286,3500,Fergusson College Road
Ganesh Peth,2,2,52,2,4262.295082,1220,Ganesh Peth
Ganeshkhind,3,2,164,3,8324.873096,1970,Ganeshkhind
Ghorpade Peth,3,1,350,3,13133.20826,2665,Ghorpade Peth
Ghorpadi,4,0,120,4,5633.802817,2130,Ghorpadi
Gokhale Nagar,3,2,120,3,6861.063465,1749,Gokhale Nagar
Gultekdi,2,1,108,2,8571.428571,1260,Gultekdi
Hadapsar,2,2,120,2,10256.41026,1170,Hadapsar
Hadapsar Industrial Estate,3,2,75,3,4491.017964,1670,Hadapsar Industrial Estate
Hingne Khurd,3,2,168,3,7420.4947,2264,Hingne Khurd
Jangali Maharaj Road,5,2,450,4,12857.14286,3500,Jangali Maharaj Road
Kalyani Nagar,2,2,55,2,5000,1100,Kalyani Nagar
Karve Nagar,1,1,19.9,2,2952.522255,674,Karve Nagar
Karve Road,2,1,160,2,12121.21212,1320,Karve Road
Kasba Peth,4,2,85,4,14166.66667,600,Kasba Peth
Katraj,2,2,65,2,5777.777778,1125,Katraj
Khadaki,2,2,44.5,2,3955.555556,1125,Khadaki
Khadki,2,1,29,2,4142.857143,700,Khadki
Kharadi,2,1,75,3,5769.230769,1300,Kharadi
Kondhwa,3,2,83,3,5187.5,1600,Kondhwa
Kondhwa Budruk,2,1,60,3,5703.422053,1052,Kondhwa Budruk
Kondhwa Khurd,3,1,145,4,12719.29825,1140,Kondhwa Khurd
Koregaon Park,2,2,36,2,3185.840708,1130,Koregaon Park
Kothrud,3,2,225,4,19736.84211,1140,Kothrud
Law College Road,3,3,220,3,10000,2200,Law College Road
Laxmi Road,2,1,63,3,4200,1500,Laxmi Road
Lulla Nagar,3,1,47.25,3,3500,1350,Lulla Nagar
Mahatma Gandhi Road,2,2,52,3,4227.642276,1230,Mahatma Gandhi Road
Mangalwar peth,2,2,85,3,5592.105263,1520,Mangalwar peth
Manik Bagh,1,1,26.25,1,5000,525,Manik Bagh
Market yard,2,1,61,2,5865.384615,1040,Market yard
Model colony,2,1,67,3,5153.846154,1300,Model colony
Mukund Nagar,4,3,201,4,7472.118959,2690,Mukund Nagar
Mundhawa,1,1,70,1,8974.358974,780,Mundhawa
Nagar Road,2,1,51.2,2,4491.22807,1140,Nagar Road
Nana Peth,3,1,33.08,3,2700.408163,1225,Nana Peth
Narayan Peth,1,0,25.84,1,4000,646,Narayan Peth
Narayangaon,3,1,150,3,9375,1600,Narayangaon
Navi Peth,4,3,125,3,6613.756614,1890,Navi Peth
Padmavati,2,1,34,2,3238.095238,1050,Padmavati
Parvati Darshan,4,2,100,6,8333.333333,1200,Parvati Darshan
Pashan,2,2,62,3,4252.400549,1458,Pashan
Paud Road,6,0,86,5,7166.666667,1200,Paud Road
Pirangut,3,2,160,3,8121.827411,1970,Pirangut
Prabhat Road,4,0,80,3,4424.778761,1808,Prabhat Road
Pune Railway Station,2,1,67,2,6653.426018,1007,Pune Railway Station
Rasta Peth,2,1,50,2,4524.886878,1105,Rasta Peth
Raviwar Peth,3,3,150,3,8823.529412,1700,Raviwar Peth
Sadashiv Peth,2,3,50,2,4273.504274,1170,Sadashiv Peth
Sahakar Nagar,2,3,45,2,4166.666667,1080,Sahakar Nagar
Salunke Vihar,2,1,62,3,5391.304348,1150,Salunke Vihar
Sasson Road,2,1,57.9,2,4825,1200,Sasson Road
Satara Road,2,1,54,2,4500,1200,Satara Road
Senapati Bapat Road,3,2,75,3,4528.985507,1656,Senapati Bapat Road
Shaniwar Peth,4,2,87,4,14500,600,Shaniwar Peth
Shivaji Nagar,2,2,50,2,4807.692308,1040,Shivaji Nagar
Shukrawar Peth,2,2,33.7,2,3105.990783,1085,Shukrawar Peth
Sinhagad Road,2,2,49.75,3,4094.650206,1215,Sinhagad Road
Somwar Peth,4,2,115,4,5348.837209,2150,Somwar Peth
Swargate,4,1,120,4,10909.09091,1100,Swargate
Tilak Road,2,1,77,2,6363.636364,1210,Tilak Road
Uruli Devachi,2,1,55,2,5238.095238,1050,Uruli Devachi
Vadgaon Budruk,3,1,70,3,11666.66667,600,Vadgaon Budruk
Wadgaon Sheri,3,2,150,3,7812.5,1920,Wadgaon Sheri
Viman Nagar,2,1,50,3,4000,1250,Viman Nagar
Vishrant Wadi,2,1,80,2,8442.826236,947.55,Vishrant Wadi
Wagholi,2,1,90,2,6333.56791,1421,Wagholi
Wakadewadi,4,2,155,6,14761.90476,1050,Wakadewadi
Wanowrie,2,2,74.31,3,5214.736842,1425,Wanowrie
Warje,2,1,58,2,4991.394148,1162,Warje
Yerawada,1,1,60,1,6629.834254,905,Yerawada
Alandi Road,2,1,32,2,3501.094092,914,Alandi Road
Ambegaon Budruk,2,0,58,2,4610.492846,1258,Ambegaon Budruk
Anandnagar,4,2,220,4,20000,1100,Anandnagar
Aundh,4,1,289,4,8257.142857,3500,Aundh
Aundh Road,6,2,450,7,18750,2400,Aundh Road
Balaji Nagar,4,2,800,4,19047.61905,4200,Balaji Nagar
Baner,2,3,70,3,4554.32661,1537,Baner
Baner road,2,2,53.51,3,4350.406504,1230,Baner road
Bhandarkar Road,5,2,300,6,12500,2400,Bhandarkar Road
Bhavani Peth,3,1,200,3,8888.888889,2250,Bhavani Peth
Bibvewadi,4,1,69,4,3450,2000,Bibvewadi
Bopodi,4,3,130,8,4333.333333,3000,Bopodi
Budhwar Peth,4,0,325,4,12500,2600,Budhwar Peth
Bund Garden Road,3,2,250,4,7812.5,3200,Bund Garden Road
Camp,2,0,32,2,3368.421053,950,Camp
Chandan Nagar,4,2,200,4,5000,4000,Chandan Nagar
Dapodi,2,1,48.72,3,3800.312012,1282,Dapodi
Deccan Gymkhana,2,0,111,2,8512.269939,1304,Deccan Gymkhana
Dehu Road,3,2,200,3,9523.809524,2100,Dehu Road
Dhankawadi,2,2,49,3,4016.393443,1220,Dhankawadi
Dhayari Phata,3,2,85,3,5195.599022,1636,Dhayari Phata
Dhole Patil Road,3,1,65,3,4593.639576,1415,Dhole Patil Road
Fatima Nagar,3,2,125,3,7233.796296,1728,Fatima Nagar
Fergusson College Road,3,3,125,3,7440.47619,1680,Fergusson College Road
Ganesh Peth,2,1,140,2,11336.03239,1235,Ganesh Peth
Ganeshkhind,2,1,115,4,12777.77778,900,Ganeshkhind
Ghorpade Peth,4,1,260,4,6516.290727,3990,Ghorpade Peth
Ghorpadi,2,2,83,2,5551.839465,1495,Ghorpadi
Gokhale Nagar,5,1,175,5,11666.66667,1500,Gokhale Nagar
Gultekdi,3,3,138,3,5517.792883,2501,Gultekdi
Guruwar peth,1,0,28,1,7349.081365,381,Guruwar peth
Hadapsar,5,2,570,4,17263.31092,3301.8,Hadapsar
Hadapsar Industrial Estate,3,2,120,3,5994.005994,2002,Hadapsar Industrial Estate
Hingne Khurd,3,0,260,3,8125,3200,Hingne Khurd
Jangali Maharaj Road,2,2,70,2,5833.333333,1200,Jangali Maharaj Road
Kalyani Nagar,3,0,235,4,15666.66667,1500,Kalyani Nagar
Karve Nagar,3,2,90,3,4634.397528,1942,Karve Nagar
Karve Road,2,2,60.75,3,3990.147783,1522.5,Karve Road
Kasba Peth,1,0,95,1,14393.93939,660,Kasba Peth
Katraj,6,2,170,4,14166.66667,1200,Katraj
Khadaki,3,2,90,3,6206.896552,1450,Khadaki
Khadki,2,1,50,2,4812.319538,1039,Khadki
Kharadi,2,1,80,2,6611.570248,1210,Kharadi
Kondhwa,1,1,24.88,2,2500.502513,995,Kondhwa
Kondhwa Budruk,3,2,90,3,5555.555556,1620,Kondhwa Budruk
Kondhwa Khurd,4,3,395,3,12328.33958,3204,Kondhwa Khurd
Koregaon Park,3,3,260,3,7629.107981,3408,Koregaon Park
Kothrud,2,3,55,2,4185.692542,1314,Kothrud
Law College Road,2,1,33,2,3492.063492,945,Law College Road
Laxmi Road,3,2,72,3,5240.174672,1374,Laxmi Road
Lulla Nagar,3,3,113,3,7049.282595,1603,Lulla Nagar
Mahatma Gandhi Road,2,2,52,3,4227.642276,1230,Mahatma Gandhi Road
Mangalwar peth,1,1,50,1,7462.686567,670,Mangalwar peth
Manik Bagh,3,2,105,4,5633.04721,1864,Manik Bagh
Market yard,3,2,100,3,4000,2500,Market yard
Model colony,2,2,54,3,3323.076923,1625,Model colony
Mukund Nagar,2,3,55,2,4637.436762,1186,Mukund Nagar
Mundhawa,7,2,382,8,25466.66667,1500,Mundhawa
Nagar Road,1,1,39.9,2,5181.818182,770,Nagar Road
Nana Peth,2,1,45,2,4147.465438,1085,Nana Peth
Narayan Peth,6,2,480,4,12786.36121,3754,Narayan Peth
Narayangaon,3,2,115,3,6075.013207,1893,Narayangaon
Navi Peth,3,2,65,4,10833.33333,600,Navi Peth
Padmavati,2,3,78,3,5213.903743,1496,Padmavati
Parvati Darshan,3,1,33.28,3,2550.191571,1305,Parvati Darshan
Pashan,2,2,82,3,5290.322581,1550,Pashan
Paud Road,2,1,58.17,3,4847.5,1200,Paud Road
Pirangut,2,2,94.55,3,6328.647925,1494,Pirangut
Prabhat Road,2,2,69,2,5365.474339,1286,Prabhat Road
Pune Railway Station,4,1,100,3,16666.66667,600,Pune Railway Station
Rasta Peth,3,2,95,3,5107.526882,1860,Rasta Peth
Raviwar Peth,1,1,750,1,176470.5882,425,Raviwar Peth
Sadashiv Peth,2,2,45,2,3620.273532,1243,Sadashiv Peth
Sahakar Nagar,2,2,75,2,6250,1200,Sahakar Nagar
Salunke Vihar,2,2,32,2,3065.1341,1044,Salunke Vihar
Sasson Road,2,1,41.59,2,3999.038462,1040,Sasson Road
Satara Road,2,2,36.94,2,3283.555556,1125,Satara Road
Senapati Bapat Road,3,1,662,3,18973.91803,3489,Senapati Bapat Road
Shaniwar Peth,2,2,59,3,4616.588419,1278,Shaniwar Peth
Shivaji Nagar,6,2,98,6,4083.333333,2400,Shivaji Nagar
Shukrawar Peth,2,1,43,2,3440,1250,Shukrawar Peth
Sinhagad Road,6,3,125,5,5208.333333,2400,Sinhagad Road
Somwar Peth,5,2,560,5,13442.15074,4166,Somwar Peth
Swargate,2,2,75,2,6198.347107,1210,Swargate
Tilak Road,3,2,110,4,9166.666667,1200,Tilak Road
Uruli Devachi,2,1,57.84,3,4999.135696,1157,Uruli Devachi
Vadgaon Budruk,2,1,51.15,2,4316.455696,1185,Vadgaon Budruk
Wadgaon Sheri,3,3,100,3,6896.551724,1450,Wadgaon Sheri
Viman Nagar,3,2,121,3,6508.87574,1859,Viman Nagar
Vishrant Wadi,3,2,262,2,14861.03233,1763,Vishrant Wadi
Wagholi,1,1,25,2,2777.777778,900,Wagholi
Wakadewadi,3,1,60,3,4597.701149,1305,Wakadewadi
Wanowrie,2,2,100,3,8333.333333,1200,Wanowrie
Warje,1,0,35.285,1,4500.637755,784,Warje
Alandi Road,2,0,36.8,2,3200,1150,Alandi Road
Ambegaon Budruk,3,3,85,3,4706.533776,1806,Ambegaon Budruk
Anandnagar,2,2,42,2,4089.581305,1027,Anandnagar
Aundh,2,1,40.08,2,4000,1002,Aundh
Aundh Road,2,1,36.21,3,2968.032787,1220,Aundh Road
Balaji Nagar,2,1,35.22,2,3175.834085,1109,Balaji Nagar
Baner,2,1,40.08,2,4000,1002,Baner
Baner road,2,1,89.04,2,6807.33945,1308,Baner road
Bhandarkar Road,2,1,69.6,2,5649.350649,1232,Bhandarkar Road
Bhavani Peth,2,2,44,2,4284.323272,1027,Bhavani Peth
Bibvewadi,2,2,65,2,5200,1250,Bibvewadi
Bopodi,6,3,170,6,18888.88889,900,Bopodi
Budhwar Peth,4,2,80,4,8333.333333,960,Budhwar Peth
Bund Garden Road,2,1,53.87,2,4292.430279,1255,Bund Garden Road
Camp,3,3,84,3,5857.740586,1434,Camp
Chandan Nagar,2,2,30,2,3243.243243,925,Chandan Nagar
Dapodi,3,1,123,3,6620.021529,1858,Dapodi
Deccan Gymkhana,2,1,70,2,5809.128631,1205,Deccan Gymkhana
Dehu Road,3,2,90,3,6000,1500,Dehu Road
Dhankawadi,3,2,200,3,16666.66667,1200,Dhankawadi
Dhayari Phata,2,2,48.95,2,4799.019608,1020,Dhayari Phata
Dhole Patil Road,2,1,56,2,5803.108808,965,Dhole Patil Road
Erandwane,6,3,270,5,15000,1800,Erandwane
Fatima Nagar,4,2,90,6,7500,1200,Fatima Nagar
Fergusson College Road,2,2,82.89,2,5066.625917,1636,Fergusson College Road
Ganesh Peth,3,1,125,3,7250.580046,1724,Ganesh Peth
Ganeshkhind,2,1,67,2,5509.868421,1216,Ganeshkhind
Ghorpade Peth,1,1,36.25,1,5542.813456,654,Ghorpade Peth
Ghorpadi,7,2,80,4,3252.03252,2460,Ghorpadi
Gokhale Nagar,2,2,41,2,3445.378151,1190,Gokhale Nagar
Gultekdi,5,2,180,7,15000,1200,Gultekdi
Guruwar peth,3,2,92,3,5623.471883,1636,Guruwar peth
Hadapsar,2,2,73,2,6108.786611,1195,Hadapsar
Hadapsar Industrial Estate,3,3,251,3,10458.33333,2400,Hadapsar Industrial Estate
Hingne Khurd,2,1,67,2,5360,1250,Hingne Khurd
Jangali Maharaj Road,3,2,90,3,6198.347107,1452,Jangali Maharaj Road
Kalyani Nagar,3,1,95,3,6144.890039,1546,Kalyani Nagar
Karve Nagar,6,0,142,4,4194.358293,3385.5,Karve Nagar
Karve Road,3,1,275,3,19097.22222,1440,Karve Road
Kasba Peth,3,1,80,2,3539.823009,2260,Kasba Peth
Katraj,3,2,90,4,3333.333333,2700,Katraj
Khadaki,2,2,171,2,11593.22034,1475,Khadaki
Khadki,3,2,150,4,5000,3000,Khadki
Kharadi,1,0,26,1,6933.333333,375,Kharadi
Kondhwa,2,1,66,2,6554.121152,1007,Kondhwa
Kondhwa Khurd,6,2,1900,4,35042.41977,5422,Kondhwa Khurd
Koregaon Park,2,3,47,2,4607.843137,1020,Koregaon Park
Kothrud,2,0,150,2,15000,1000,Kothrud
Law College Road,3,1,59.5,2,7437.5,800,Law College Road
Laxmi Road,3,2,95,5,7916.666667,1200,Laxmi Road
Lulla Nagar,2,3,55,2,4888.888889,1125,Lulla Nagar
Mahatma Gandhi Road,9,2,140,9,12173.91304,1150,Mahatma Gandhi Road
Mangalwar peth,2,1,43,3,4730.473047,909,Mangalwar peth
Manik Bagh,5,0,240,4,8421.052632,2850,Manik Bagh
Market yard,2,3,85,2,6071.428571,1400,Market yard
Model colony,2,2,61,2,5295.138889,1152,Model colony
Mukund Nagar,2,1,34.49,2,3600.208768,958,Mukund Nagar
Mundhawa,2,2,55,2,4782.608696,1150,Mundhawa
Nagar Road,5,1,173,3,5785.953177,2990,Nagar Road
Nana Peth,2,2,85,2,6488.549618,1310,Nana Peth
Narayan Peth,2,2,126,3,7924.528302,1590,Narayan Peth
Narayangaon,3,2,110,3,6686.930091,1645,Narayangaon
Navi Peth,2,2,100,3,5555.555556,1800,Navi Peth
Padmavati,3,2,150,3,8356.545961,1795,Padmavati
Parvati Darshan,2,3,35,2,3181.818182,1100,Parvati Darshan
Pashan,1,0,38.535,1,4959.459459,777,Pashan
Paud Road,2,2,70,2,7567.567568,925,Paud Road
Pirangut,3,3,120,3,7781.394685,1542.14,Pirangut
Prabhat Road,6,1,375,4,10010.67806,3746,Prabhat Road
Pune Railway Station,2,2,54,3,3776.223776,1430,Pune Railway Station
Rasta Peth,2,2,55,2,5392.156863,1020,Rasta Peth
Raviwar Peth,2,1,42,4,5600,750,Raviwar Peth
Sadashiv Peth,2,1,32.92,2,2887.719298,1140,Sadashiv Peth
Sahakar Nagar,2,1,45,3,4653.567735,967,Sahakar Nagar
Salunke Vihar,4,2,203,4,8218.623482,2470,Salunke Vihar
Sasson Road,1,0,35.5,2,4176.470588,850,Sasson Road
Satara Road,2,2,32,2,2909.090909,1100,Satara Road
Senapati Bapat Road,3,2,110,3,6482.027107,1697,Senapati Bapat Road
Shaniwar Peth,2,2,47,2,3760,1250,Shaniwar Peth
Shivaji Nagar,2,2,50,2,4464.285714,1120,Shivaji Nagar
Shukrawar Peth,4,0,95,4,7916.666667,1200,Shukrawar Peth
Sinhagad Road,6,3,375,5,7352.941176,5100,Sinhagad Road
Somwar Peth,3,2,480,4,20000,2400,Somwar Peth
Swargate,2,1,52,2,4333.333333,1200,Swargate
Tilak Road,2,1,44,2,4000,1100,Tilak Road
Uruli Devachi,2,2,76,3,5363.443896,1417,Uruli Devachi
Vadgaon Budruk,3,1,88,3,5898.123324,1492,Vadgaon Budruk
Wadgaon Sheri,3,3,79.15,3,5283.711615,1498,Wadgaon Sheri
Viman Nagar,2,1,350,4,10000,3500,Viman Nagar
Vishrant Wadi,2,1,48.27,2,4779.207921,1010,Vishrant Wadi
Wagholi,2,2,53.5,2,4262.948207,1255,Wagholi
Wakadewadi,2,1,35,2,3333.333333,1050,Wakadewadi
Wanowrie,3,2,125,3,6767.731456,1847,Wanowrie
Warje,2,2,55,2,4583.333333,1200,Warje
